SAMN06110277	1
SAMN06110224	1
SAMN06110398	1
SAMN06110081	1
SAMN06110379	1
SAMN06110079	1
SAMN06110383	1
SAMN06110287	1
SAMN06110396	1
SAMN06110385	1
SAMN06110306	1
SAMN06110173	1
SAMN06110199	1
SAMN06110355	1
SAMN06110403	1
SAMN06110110	1
SAMN06110265	1
SAMN06110463	1
SAMN06110445	1
SAMN06110323	1
SAMN06110241	1
SAMN06110020	1
SAMN06110286	1
SAMN06110373	1
SAMN06110386	1
SAMN06110142	1
SAMN06110434	1
SAMN06110041	1
SAMN06110335	1
SAMN06110071	1
SAMN06110317	1
SAMN06110378	1
SAMN06110033	1
SAMN06110416	1
SAMN06110215	1
SAMN06110245	1
SAMN06110017	1
SAMN06110046	1
SAMN06110122	1
SAMN06110162	1
SAMN06110410	1
SAMN06110056	1
SAMN06110189	1
SAMN06110440	1
SAMN06110263	1
SAMN06110127	1
SAMN06110282	1
SAMN06110099	1
SAMN06110361	1
SAMN06110050	1
SAMN06110037	1
SAMN06110196	1
SAMN06110394	1
SAMN06110131	1
SAMN06110114	1
SAMN06110094	1
SAMN06110098	1
SAMN06110047	1
SAMN06110347	1
SAMN06110359	1
SAMN06110104	1
SAMN06110343	1
SAMN06110067	1
SAMN06110442	1
SAMN06110303	1
SAMN06110400	1
SAMN06110339	1
SAMN06110166	1
SAMN06110174	1
SAMN06110227	1
SAMN06110348	1
SAMN06110009	1
SAMN06110185	1
SAMN06110468	1
SAMN06110160	1
SAMN06110232	1
SAMN06110054	1
SAMN06110337	1
SAMN06110076	1
SAMN06110035	1
SAMN06110409	1
SAMN06110089	1
SAMN06110228	1
SAMN06110254	1
SAMN06110124	1
SAMN06110226	1
SAMN06110197	1
SAMN06110008	1
SAMN06110100	1
SAMN06110208	1
SAMN06110285	1
SAMN06110419	1
SAMN06110260	1
SAMN06110218	1
SAMN06110113	1
SAMN06110450	1
SAMN06110382	1
SAMN06110327	1
SAMN06110251	1
SAMN06110406	1
SAMN06110004	1
SAMN06110146	1
SAMN06110202	1
SAMN06110397	1
SAMN06110183	1
SAMN06110349	1
SAMN06110377	1
SAMN06110309	1
SAMN06110395	1
SAMN06110065	1
SAMN06110108	1
SAMN06110310	1
SAMN06110316	1
SAMN06110080	1
SAMN06110117	1
SAMN06110073	1
SAMN06110204	1
SAMN06110090	1
SAMN06110319	1
SAMN06110126	1
SAMN06110181	1
SAMN06110059	1
SAMN06110467	1
SAMN06110295	1
SAMN06110092	1
SAMN06110039	1
SAMN06110469	1
SAMN06110435	1
SAMN06110430	1
SAMN06110058	1
SAMN06110164	1
SAMN06110111	1
SAMN06110284	1
SAMN06110069	1
SAMN06110158	1
SAMN06110334	1
SAMN06110268	1
SAMN06110049	1
SAMN06110446	1
SAMN06110078	1
SAMN06110038	1
SAMN06110350	1
SAMN06110143	1
SAMN06110413	1
SAMN06110015	1
SAMN06110374	1
SAMN06110380	1
SAMN06110219	1
SAMN06110250	1
SAMN06110338	1
SAMN06110357	1
SAMN06110207	1
SAMN06110102	1
SAMN06110439	1
SAMN06110253	1
SAMN06110217	1
SAMN06110063	1
SAMN06110367	1
SAMN06110201	1
SAMN06110300	1
SAMN06110456	1
SAMN06110045	1
SAMN06110431	1
SAMN06110273	1
SAMN06110244	1
SAMN06110258	1
SAMN06110077	1
SAMN06110188	1
SAMN06110404	1
SAMN06110401	1
SAMN06110405	1
SAMN06110466	1
SAMN06110432	1
SAMN06110428	1
SAMN06110153	1
SAMN06110129	1
SAMN06110408	1
SAMN06110288	1
SAMN06110283	1
SAMN06110322	1
SAMN06110275	1
SAMN06110248	1
SAMN06110134	1
SAMN06110086	1
SAMN06110449	1
SAMN06110391	1
SAMN06110169	1
SAMN06110280	1
SAMN06110175	1
SAMN06110302	1
SAMN06110220	1
SAMN06110452	1
SAMN06110200	1
SAMN06110451	1
SAMN06110165	1
SAMN06110325	1
SAMN06110296	1
SAMN06110148	1
SAMN06110066	1
SAMN06110120	1
SAMN06110415	1
SAMN06110336	1
SAMN06110139	1
SAMN06110007	1
SAMN06110304	1
SAMN06110393	1
SAMN06110132	1
SAMN06110424	1
SAMN06110313	1
SAMN06110209	1
SAMN06110318	1
SAMN06110276	1
SAMN06110159	1
SAMN06110387	1
SAMN06110392	1
SAMN06110106	1
SAMN06110097	1
SAMN06110151	1
SAMN06110342	1
SAMN06110259	1
SAMN06110388	1
SAMN06110235	1
SAMN06110001	1
SAMN06110028	1
SAMN06110370	1
SAMN06110225	1
SAMN06110422	1
SAMN06110292	1
SAMN06110085	1
SAMN06110402	1
SAMN06110324	1
SAMN06110198	1
SAMN06110363	1
SAMN06110369	1
SAMN06110190	1
SAMN06110465	1
SAMN06110024	1
SAMN06110262	1
SAMN06110243	1
SAMN06110212	1
SAMN06110436	1
SAMN06110376	1
SAMN06110112	1
SAMN06110375	1
SAMN06110461	1
SAMN06110156	1
SAMN06110346	1
SAMN06110411	1
SAMN06110040	1
SAMN06110362	1
SAMN06110179	1
SAMN06110055	1
SAMN06110011	1
SAMN06110444	1
SAMN06110242	1
SAMN06110418	1
SAMN06110307	1
SAMN06110068	1
SAMN06110064	1
SAMN06110152	1
SAMN06110399	1
SAMN06110261	1
SAMN06110229	1
SAMN06110210	1
SAMN06110448	1
SAMN06110105	1
SAMN06110178	1
SAMN06110130	1
SAMN06110328	1
SAMN06110274	1
SAMN06110426	1
SAMN06110136	1
SAMN06110027	1
SAMN06110177	1
SAMN06110341	1
SAMN06110459	1
SAMN06110119	1
SAMN06110365	1
SAMN06110455	1
SAMN06110006	1
SAMN06110301	1
SAMN06110236	1
SAMN06110000	1
SAMN06110437	1
SAMN06110278	1
SAMN06110155	1
SAMN06110084	1
SAMN06110238	1
SAMN06110021	1
SAMN06110138	1
SAMN06110036	1
SAMN06110305	1
SAMN06110390	1
SAMN06110170	1
SAMN06110443	1
SAMN06110149	1
SAMN06110194	1
SAMN06110191	1
SAMN06110429	1
SAMN06110042	1
SAMN06110030	1
SAMN06110044	1
SAMN06110371	1
SAMN06110231	1
SAMN06110438	1
SAMN06110213	1
SAMN06110093	1
SAMN06110088	1
SAMN06110176	1
SAMN06110255	1
SAMN06110053	1
SAMN06110062	1
SAMN06110118	1
SAMN06110101	1
SAMN06110019	1
SAMN06110340	1
